nation_A,nation_B,distance_AB
MY,CA,2423.609650912156
CA,MY,2423.609650912156
MY,AR,9046.120020002556
AR,MY,9046.120020002556
MY,UY,9255.492126287843
UY,MY,9255.492126287843
TR,AZ,1113.9220952910462
AZ,TR,1113.9220952910462
TR,BG,893.0931209230513
BG,TR,893.0931209230513
TR,CH,2333.995120803624
CH,TR,2333.995120803624
TR,PL,1912.1024676896773
PL,TR,1912.1024676896773
TR,LU,1629.259437250476
LU,TR,1629.259437250476
TR,PE,12215.20100651321
PE,TR,12215.20100651321
TR,EE,2305.4271822100945
EE,TR,2305.4271822100945
TR,IR,1903.3747359644703
IR,TR,1903.3747359644703
TR,RO,1146.3071721948966
RO,TR,1146.3071721948966
TR,BB,9481.689540719784
BB,TR,9481.689540719784
TR,SM,1950.2147233025269
SM,TR,1950.2147233025269
TR,LY,2063.203893147231
LY,TR,2063.203893147231
TR,CM,4393.537481349048
CM,TR,4393.537481349048
TR,IT,1915.6758119896388
IT,TR,1915.6758119896388
TR,GB,3339.50522054846
GB,TR,3339.50522054846
TR,BM,8577.076287654243
BM,TR,8577.076287654243
TR,VG,9532.298167760267
VG,TR,9532.298167760267
TR,ME,11756.369155011573
ME,TR,11756.369155011573
TR,KW,1578.1781858467575
KW,TR,1578.1781858467575
TR,SY,604.2173610632847
SY,TR,604.2173610632847
TR,BZ,11508.385960511803
BZ,TR,11508.385960511803
TR,ET,3206.297601860851
ET,TR,3206.297601860851
TR,KR,7781.200411325413
KR,TR,7781.200411325413
TR,LB,570.2040346937121
LB,TR,570.2040346937121
TR,LT,2003.7721175140207
LT,TR,2003.7721175140207
TR,OM,2900.8422261299306
OM,TR,2900.8422261299306
TR,CN,6097.427798755419
CN,TR,6097.427798755419
TR,CO,11252.04818968036
CO,TR,11252.04818968036
TR,DK,2601.585797600551
DK,TR,2601.585797600551
TR,MU,6969.244533514048
MU,TR,6969.244533514048
TR,AL,10012.357855091926
AL,TR,10012.357855091926
TR,XK,1248.692571840728
XK,TR,1248.692571840728
TR,PA,11591.960907525608
PA,TR,11591.960907525608
TR,TH,2289.046341522336
TH,TR,2289.046341522336
TR,LV,2123.220300709475
LV,TR,2123.220300709475
TR,KN,2605.9530164826165
KN,TR,2605.9530164826165
TR,NZ,16464.424834136407
NZ,TR,16464.424834136407
TR,ZW,6378.337831225744
ZW,TR,6378.337831225744
TR,ER,3601.3371241930377
ER,TR,3601.3371241930377
TR,RS,1328.122976487212
RS,TR,1328.122976487212
TR,PH,8943.873088605633
PH,TR,8943.873088605633
TR,ZA,7573.632409412196
ZA,TR,7573.632409412196
TR,LC,9556.742106629365
LC,TR,9556.742106629365
TR,ST,2069.9875537926937
ST,TR,2069.9875537926937
TR,MO,9873.455624392209
MO,TR,9873.455624392209
TR,TT,9763.96987227583
TT,TR,9763.96987227583
TR,GR,1120.123432581491
GR,TR,1120.123432581491
TR,BJ,4603.048025700964
BJ,TR,4603.048025700964
TR,SR,9811.587717932254
SR,TR,9811.587717932254
TR,ID,9576.30559958242
ID,TR,9576.30559958242
TR,AO,1932.98655035964
AO,TR,1932.98655035964
TR,TW,8051.781101946455
TW,TR,8051.781101946455
TR,JP,8612.529888836616
JP,TR,8612.529888836616
TR,KH,7350.28379510865
KH,TR,7350.28379510865
TR,MD,8897.113296885333
MD,TR,8897.113296885333
TR,SA,1634.432980035436
SA,TR,1634.432980035436
TR,BY,1699.7973227678688
BY,TR,1699.7973227678688
TR,SN,5524.529623940744
SN,TR,5524.529623940744
TR,TN,2350.4997605699205
TN,TR,2350.4997605699205
TR,CW,2474.09488533094
CW,TR,2474.09488533094
TR,CU,10441.707904783703
CU,TR,10441.707904783703
TR,EG,1504.9215088813285
EG,TR,1504.9215088813285
TR,CR,2163.019519760034
CR,TR,2163.019519760034
TR,ES,3409.569148467848
ES,TR,3409.569148467848
TR,HR,1645.0546501424842
HR,TR,1645.0546501424842
TR,AT,1932.98655035964
AT,TR,1932.98655035964
TR,NO,2993.1367405433475
NO,TR,2993.1367405433475
TR,GT,11723.471773666546
GT,TR,11723.471773666546
TR,NI,3567.4838485024147
NI,TR,3567.4838485024147
TR,KZ,2611.162700869518
KZ,TR,2611.162700869518
TR,AG,9401.177842082929
AG,TR,9401.177842082929
TR,VC,3058.295572172985
VC,TR,3058.295572172985
TR,BA,1557.3372273114771
BA,TR,1557.3372273114771
TR,PK,3439.6948381842985
PK,TR,3439.6948381842985
TR,EC,12188.81317285631
EC,TR,12188.81317285631
TR,UZ,2475.919224486476
UZ,TR,2475.919224486476
TR,MA,3914.03373455598
MA,TR,3914.03373455598
TR,PR,2034.5061995961644
PR,TR,2034.5061995961644
TR,DE,2336.687264243812
DE,TR,2336.687264243812
TR,DO,9942.323962087874
DO,TR,9942.323962087874
TR,TG,4753.735835347996
TG,TR,4753.735835347996
TR,PY,11858.02997987672
PY,TR,11858.02997987672
TR,MZ,6449.160226989677
MZ,TR,6449.160226989677
TR,NL,2698.0042354573093
NL,TR,2698.0042354573093
TR,GY,9984.324343443162
GY,TR,9984.324343443162
TR,JM,10561.834540390768
JM,TR,10561.834540390768
TR,CI,5300.697473631459
CI,TR,5300.697473631459
TR,SE,2715.2598207720653
SE,TR,2715.2598207720653
TR,RW,4558.590692335562
RW,TR,4558.590692335562
TR,CL,13454.253506577084
CL,TR,13454.253506577084
TR,CG,4816.1243043794975
CG,TR,4816.1243043794975
TR,BO,12030.019350797134
BO,TR,12030.019350797134
TR,LS,6801.80217461585
LS,TR,6801.80217461585
TR,FJ,15858.065440433687
FJ,TR,15858.065440433687
TR,VN,7672.91023648447
VN,TR,7672.91023648447
TR,AW,2210.327836750779
AW,TR,2210.327836750779
TR,CA,8419.447628107746
CA,TR,8419.447628107746
TR,AR,13115.220712164391
AR,TR,13115.220712164391
TR,UY,12287.969165685268
UY,TR,12287.969165685268
AZ,BG,1872.7022735821515
BG,AZ,1872.7022735821515
AZ,CH,3236.143103820056
CH,AZ,3236.143103820056
AZ,PL,2543.9216037317906
PL,AZ,2543.9216037317906
AZ,LU,2254.575129711552
LU,AZ,2254.575129711552
AZ,PE,13258.23683831123
PE,AZ,13258.23683831123
AZ,EE,2582.805631257893
EE,AZ,2582.805631257893
AZ,IR,1051.519111795517
IR,AZ,1051.519111795517
AZ,RO,1969.696810653936
RO,AZ,1969.696810653936
AZ,BB,10488.36411121822
BB,AZ,10488.36411121822
AZ,SM,2923.1200234790667
SM,AZ,2923.1200234790667
AZ,LY,3115.8834820780003
LY,AZ,3115.8834820780003
AZ,CM,5263.91488252116
CM,AZ,5263.91488252116
AZ,IT,2920.561455774906
IT,AZ,2920.561455774906
AZ,GB,4051.227546277037
GB,AZ,4051.227546277037
AZ,BM,9392.903752000986
BM,AZ,9392.903752000986
AZ,VG,10471.93998163752
VG,AZ,10471.93998163752
AZ,ME,12257.58971260037
ME,AZ,12257.58971260037
AZ,KW,1233.9465837930352
KW,AZ,1233.9465837930352
AZ,SY,1001.3263924010986
SY,AZ,1001.3263924010986
AZ,BZ,12246.494728046571
BZ,AZ,12246.494728046571
AZ,ET,3463.3770852681546
ET,AZ,3463.3770852681546
AZ,KR,6733.243676752354
KR,AZ,6733.243676752354
AZ,LB,1282.514889027709
LB,AZ,1282.514889027709
AZ,LT,2426.2797312489333
LT,AZ,2426.2797312489333
AZ,OM,2320.9867181205764
OM,AZ,2320.9867181205764
AZ,CN,4993.312529767823
CN,AZ,4993.312529767823
AZ,CO,12238.8798855857
CO,AZ,12238.8798855857
AZ,DK,3211.683888744673
DK,AZ,3211.683888744673
AZ,MU,6792.378582770029
MU,AZ,6792.378582770029
AZ,AL,10616.716969668343
AL,AZ,10616.716969668343
AZ,XK,2248.769893687237
XK,AZ,2248.769893687237
AZ,PA,12481.873964831357
PA,AZ,12481.873964831357
AZ,TH,3054.488588040616
TH,AZ,3054.488588040616
AZ,LV,2471.926184570458
LV,AZ,2471.926184570458
AZ,KN,3400.2617871573034
KN,AZ,3400.2617871573034
AZ,NZ,15472.4582677437
NZ,AZ,15472.4582677437
AZ,ZW,6777.747624043069
ZW,AZ,6777.747624043069
AZ,ER,4366.599462468137
ER,AZ,4366.599462468137
AZ,RS,2274.4006905035503
RS,AZ,2274.4006905035503
AZ,PH,7832.163978064089
PH,AZ,7832.163978064089
AZ,ZA,8016.375536236541
ZA,AZ,8016.375536236541
AZ,LC,10551.148503292912
LC,AZ,10551.148503292912
AZ,ST,2844.539813126248
ST,AZ,2844.539813126248
AZ,MO,10360.205781512235
MO,AZ,10360.205781512235
AZ,TT,10776.966717304596
TT,AZ,10776.966717304596
AZ,GR,2210.4867255866843
GR,AZ,2210.4867255866843
AZ,BJ,5635.422500545152
BJ,AZ,5635.422500545152
AZ,SR,10880.660604269247
SR,AZ,10880.660604269247
AZ,ID,8521.19336338027
ID,AZ,8521.19336338027
AZ,AO,2791.500955501686
AO,AZ,2791.500955501686
AZ,TW,6941.77829686612
TW,AZ,6941.77829686612
AZ,JP,7606.483964939249
JP,AZ,7606.483964939249
AZ,KH,6272.23728988626
KH,AZ,6272.23728988626
AZ,MD,9535.224164876056
MD,AZ,9535.224164876056
AZ,SA,1713.973315229934
SA,AZ,1713.973315229934
AZ,BY,2093.6996074987424
BY,AZ,2093.6996074987424
AZ,SN,6637.1563516507
SN,AZ,6637.1563516507
AZ,TN,3459.8167047795846
TN,AZ,3459.8167047795846
AZ,CW,3565.864568903892
CW,AZ,3565.864568903892
AZ,CU,11207.291166908924
CU,AZ,11207.291166908924
AZ,EG,2321.6792683750377
EG,AZ,2321.6792683750377
AZ,CR,3104.8236149963354
CR,AZ,3104.8236149963354
AZ,ES,4436.3530545815165
ES,AZ,4436.3530545815165
AZ,HR,2558.317249245252
HR,AZ,2558.317249245252
AZ,AT,2791.500955501686
AT,AZ,2791.500955501686
AZ,NO,3458.739301647076
NO,AZ,3458.739301647076
AZ,GT,12454.539571996536
GT,AZ,12454.539571996536
AZ,NI,4288.960978765003
NI,AZ,4288.960978765003
AZ,KZ,1589.2326892914678
KZ,AZ,1589.2326892914678
AZ,AG,10366.386430674393
AG,AZ,10366.386430674393
AZ,VC,4091.157455964319
VC,AZ,4091.157455964319
AZ,BA,2510.571068799556
BA,AZ,2510.571068799556
AZ,PK,2396.1703764620584
PK,AZ,2396.1703764620584
AZ,EC,13170.3634277437
EC,AZ,13170.3634277437
AZ,UZ,1364.9153857378813
UZ,AZ,1364.9153857378813
AZ,MA,5005.622246284757
MA,AZ,5005.622246284757
AZ,PR,2803.3281073759404
PR,AZ,2803.3281073759404
AZ,DE,3099.9990232172763
DE,AZ,3099.9990232172763
AZ,DO,10835.182332013605
DO,AZ,10835.182332013605
AZ,TG,5790.143431503552
TG,AZ,5790.143431503552
AZ,PY,12968.587102461
PY,AZ,12968.587102461
AZ,MZ,6741.842445199533
MZ,AZ,6741.842445199533
AZ,NL,3450.4135661503656
NL,AZ,3450.4135661503656
AZ,GY,11040.606229158442
GY,AZ,11040.606229158442
AZ,JM,11403.451335743131
JM,AZ,11403.451335743131
AZ,CI,6371.357722361177
CI,AZ,6371.357722361177
AZ,SE,3146.774863921717
SE,AZ,3146.774863921717
AZ,RW,5025.019767436486
RW,AZ,5025.019767436486
AZ,CL,14563.030391602222
CL,AZ,14563.030391602222
AZ,CG,5598.81807622689
CG,AZ,5598.81807622689
AZ,BO,13139.505737741563
BO,AZ,13139.505737741563
AZ,LS,5703.145341246155
LS,AZ,5703.145341246155
AZ,FJ,14762.498337551113
FJ,AZ,14762.498337551113
AZ,VN,6584.788648808105
VN,AZ,6584.788648808105
AZ,AW,3005.221757349129
AW,AZ,3005.221757349129
AZ,CA,8545.576805116229
CA,AZ,8545.576805116229
AZ,AR,14204.543571672222
AR,AZ,14204.543571672222
AZ,UY,13367.4281722206
UY,AZ,13367.4281722206
BG,CH,1440.9810270886348
CH,BG,1440.9810270886348
BG,PL,1169.7676730413482
PL,BG,1169.7676730413482
BG,LU,940.2149904600408
LU,BG,940.2149904600408
BG,PE,11387.09515170384
PE,BG,11387.09515170384
BG,EE,1796.0112905831447
EE,BG,1796.0112905831447
BG,IR,2776.922980506103
IR,BG,2776.922980506103
BG,RO,380.7179889777484
RO,BG,380.7179889777484
BG,BB,8627.660275821878
BB,BG,8627.660275821878
BG,SM,1066.7391537704216
SM,BG,1066.7391537704216
BG,LY,1874.477695534851
LY,BG,1874.477695534851
BG,CM,4382.492632561484
CM,BG,4382.492632561484
BG,IT,1050.015722080159
IT,BG,1050.015722080159
BG,GB,2482.887592415804
GB,BG,2482.887592415804
BG,BM,7684.213687510656
BM,BG,7684.213687510656
BG,VG,8652.237055282367
VG,BG,8652.237055282367
BG,ME,10913.539497458956
ME,BG,10913.539497458956
BG,KW,2463.948387923833
KW,BG,2463.948387923833
BG,SY,1472.5065063616964
SY,BG,1472.5065063616964
BG,BZ,10618.851762233382
BZ,BG,10618.851762233382
BG,ET,3811.793207180639
ET,BG,3811.793207180639
BG,KR,8225.392775513765
KR,BG,8225.392775513765
BG,LB,1325.2658783951058
LB,BG,1325.2658783951058
BG,LT,1422.6561628657498
LT,BG,1422.6561628657498
BG,OM,3788.7784243704814
OM,BG,3788.7784243704814
BG,CN,6702.004477188583
CN,BG,6702.004477188583
BG,CO,10389.634439768955
CO,BG,10389.634439768955
BG,DK,1817.1917105619289
DK,BG,1817.1917105619289
BG,MU,7701.757139142577
MU,BG,7701.757139142577
BG,AL,9148.875881739648
AL,BG,9148.875881739648
BG,XK,376.1392655415031
XK,BG,376.1392655415031
BG,PA,10703.957616386077
PA,BG,10703.957616386077
BG,TH,1433.825055268948
TH,BG,1433.825055268948
BG,LV,1583.9185906100472
LV,BG,1583.9185906100472
BG,KN,1731.940044275833
KN,BG,1731.940044275833
BG,NZ,17332.88146080523
NZ,BG,17332.88146080523
BG,ZW,6774.647902046162
ZW,BG,6774.647902046162
BG,ER,2724.7495331481623
ER,BG,2724.7495331481623
BG,RS,435.0864277891188
RS,BG,435.0864277891188
BG,PH,9643.756360145371
PH,BG,9643.756360145371
BG,ZA,7908.213333541715
ZA,BG,7908.213333541715
BG,LC,8696.419894822631
LC,BG,8696.419894822631
BG,ST,1218.711392952207
ST,BG,1218.711392952207
BG,MO,9044.892660111622
MO,BG,9044.892660111622
BG,TT,8913.754904363774
TT,BG,8913.754904363774
BG,GR,497.9174136156997
GR,BG,497.9174136156997
BG,BJ,4308.038825416462
BJ,BG,4308.038825416462
BG,SR,9009.720560471364
SR,BG,9009.720560471364
BG,ID,10393.8945619478
ID,BG,10393.8945619478
BG,AO,1050.4215339413754
AO,BG,1050.4215339413754
BG,TW,8671.07225573776
TW,BG,8671.07225573776
BG,JP,8970.95653924793
JP,BG,8970.95653924793
BG,KH,8141.771368043695
KH,BG,8141.771368043695
BG,MD,8029.008393882341
MD,BG,8029.008393882341
BG,SA,2433.665953147575
SA,BG,2433.665953147575
BG,BY,1213.9230211641598
BY,BG,1213.9230211641598
BG,SN,4925.799105446981
SN,BG,4925.799105446981
BG,TN,1707.0415278733017
TN,BG,1707.0415278733017
BG,CW,1741.1610031107575
CW,BG,1741.1610031107575
BG,CU,9550.704418957172
CU,BG,9550.704418957172
BG,EG,1846.587673479903
EG,BG,1846.587673479903
BG,CR,1272.2219937370787
CR,BG,1272.2219937370787
BG,ES,2564.4512613729166
ES,BG,2564.4512613729166
BG,HR,753.4869962016671
HR,BG,753.4869962016671
BG,AT,1050.4215339413754
AT,BG,1050.4215339413754
BG,NO,2277.749853064886
NO,BG,2277.749853064886
BG,GT,10834.396068653004
GT,BG,10834.396068653004
BG,NI,2704.3403125562177
NI,BG,2704.3403125562177
BG,KZ,3143.3796974166644
KZ,BG,3143.3796974166644
BG,AG,8528.696868885401
AG,BG,8528.696868885401
BG,VC,2218.4954779106906
VC,BG,2218.4954779106906
BG,BA,665.5081539987649
BA,BG,665.5081539987649
BG,PK,4263.793932560512
PK,BG,4263.793932560512
BG,EC,11325.039089294762
EC,BG,11325.039089294762
BG,UZ,3164.3446991004207
UZ,BG,3164.3446991004207
BG,MA,3163.4678051518545
MA,BG,3163.4678051518545
BG,PR,1187.908014659863
PR,BG,1187.908014659863
BG,DE,1480.8984014552318
DE,BG,1480.8984014552318
BG,DO,9053.612511945468
DO,BG,9053.612511945468
BG,TG,4445.207567782466
TG,BG,4445.207567782466
BG,PY,11235.571416558245
PY,BG,11235.571416558245
BG,MZ,6922.306168717473
MZ,BG,6922.306168717473
BG,NL,1837.4429245154936
NL,BG,1837.4429245154936
BG,GY,9167.920776382209
GY,BG,9167.920776382209
BG,JM,9669.16582869118
JM,BG,9669.16582869118
BG,CI,4892.772709868211
CI,BG,4892.772709868211
BG,SE,2041.6609012028207
SE,BG,2041.6609012028207
BG,RW,4957.777076718729
RW,BG,4957.777076718729
BG,CL,12831.899229993542
CL,BG,12831.899229993542
BG,CG,4899.906237793603
CG,BG,4899.906237793603
BG,BO,11313.375915020108
BO,BG,11313.375915020108
BG,LS,7557.420893550242
LS,BG,7557.420893550242
BG,FJ,16325.368716935822
FJ,BG,16325.368716935822
BG,VN,8448.515420346646
VN,BG,8448.515420346646
BG,AW,1344.55764042
AW,BG,1344.55764042
BG,CA,7769.321095720369
CA,BG,7769.321095720369
BG,AR,12566.75176422219
AR,BG,12566.75176422219
BG,UY,11774.069005772148
UY,BG,11774.069005772148
CH,PL,991.4919691865372
PL,CH,991.4919691865372
CH,LU,1156.687528698791
LU,CH,1156.687528698791
CH,PE,10052.86544200681
PE,CH,10052.86544200681
CH,EE,1750.6921641799904
EE,CH,1750.6921641799904
CH,IR,4199.917819092611
IR,CH,4199.917819092611
CH,RO,1266.446691893581
RO,CH,1266.446691893581
CH,BB,7263.552430887983
BB,CH,7263.552430887983
CH,SM,458.2651633526855
SM,CH,458.2651633526855
CH,LY,2381.425271404303
LY,CH,2381.425271404303
CH,CM,4698.798039547186
CM,CH,4698.798039547186
CH,IT,580.8285226619687
IT,CH,580.8285226619687
CH,GB,1194.0034567669716
GB,CH,1194.0034567669716
CH,BM,6243.2656809892815
BM,CH,6243.2656809892815
CH,VG,7238.970077757396
VG,CH,7238.970077757396
CH,ME,9542.8404343876
ME,CH,9542.8404343876
CH,KW,3901.425449867413
KW,CH,3901.425449867413
CH,SY,2906.883286783693
SY,CH,2906.883286783693
CH,BZ,9181.545171323893
BZ,CH,9181.545171323893
CH,ET,4968.536962227712
ET,CH,4968.536962227712
CH,KR,8974.750518373807
KR,CH,8974.750518373807
CH,LB,2728.5261444766584
LB,CH,2728.5261444766584
CH,LT,1439.167722643479
LT,CH,1439.167722643479
CH,OM,5226.388439539132
OM,CH,5226.388439539132
CH,CN,7734.239120246967
CN,CH,7734.239120246967
CH,CO,9004.062191283667
CO,CH,9004.062191283667
CH,DK,997.7247963577352
DK,CH,997.7247963577352
CH,MU,8925.077197506365
MU,CH,8925.077197506365
CH,AL,7752.333287092206
AL,CH,7752.333287092206
CH,XK,1106.2927248766666
XK,CH,1106.2927248766666
CH,PA,9273.69251356343
PA,CH,9273.69251356343
CH,TH,500.49283866536206
TH,CH,500.49283866536206
CH,LV,1587.834432140262
LV,CH,1587.834432140262
CH,KN,469.617780687998
KN,CH,469.617780687998
CH,NZ,18655.61863357477
NZ,CH,18655.61863357477
CH,ZW,7542.417872049911
ZW,CH,7542.417872049911
CH,ER,1343.025698818647
ER,CH,1343.025698818647
CH,RS,1005.8970180272446
RS,CH,1005.8970180272446
CH,PH,10761.532753597778
PH,CH,10761.532753597778
CH,ZA,8542.019408121312
ZA,CH,8542.019408121312
CH,LC,7320.333633527178
LC,CH,7320.333633527178
CH,ST,550.3737542979012
ST,CH,550.3737542979012
CH,MO,7705.6638388900465
MO,CH,7705.6638388900465
CH,TT,7555.3181323249055
TT,CH,7555.3181323249055
CH,GR,1415.6028215783151
GR,CH,1415.6028215783151
CH,BJ,4169.73623849712
BJ,CH,4169.73623849712
CH,SR,7737.225213665275
SR,CH,7737.225213665275
CH,ID,11699.01853880036
ID,CH,11699.01853880036
CH,AO,455.0749728960204
AO,CH,455.0749728960204
CH,TW,9679.28247356607
TW,CH,9679.28247356607
CH,JP,9561.29563551179
JP,CH,9561.29563551179
CH,KH,9423.102818118568
KH,CH,9423.102818118568
CH,MD,6627.797106760746
MD,CH,6627.797106760746
CH,SA,3814.8633197695376
SA,CH,3814.8633197695376
CH,BY,1568.2503866898433
BY,CH,1568.2503866898433
CH,SN,4158.76290435926
SN,CH,4158.76290435926
CH,TN,1441.878165332534
TN,CH,1441.878165332534
CH,CW,1195.2909753724898
CW,CH,1195.2909753724898
CH,CU,8111.716559812399
CU,CH,8111.716559812399
CH,EG,2937.9126367064946
EG,CH,2937.9126367064946
CH,CR,224.2562229362265
CR,CH,224.2562229362265
CH,ES,1347.0414293006238
ES,CH,1347.0414293006238
CH,HR,691.2440657534072
HR,CH,691.2440657534072
CH,AT,455.0749728960204
AT,CH,455.0749728960204
CH,NO,1525.9759494824464
NO,CH,1525.9759494824464
CH,GT,9397.620906737313
GT,CH,9397.620906737313
CH,NI,1374.3775054205926
NI,CH,1374.3775054205926
CH,KZ,4233.247154864115
KZ,CH,4233.247154864115
CH,AG,7130.250195275152
AG,CH,7130.250195275152
CH,VC,1075.2372139025042
VC,CH,1075.2372139025042
CH,BA,781.3462506512464
BA,CH,781.3462506512464
CH,PK,5625.246263188704
PK,CH,5625.246263188704
CH,EC,9934.43425324532
EC,CH,9934.43425324532
CH,UZ,4411.2951361704045
UZ,CH,4411.2951361704045
CH,MA,2188.7584524343647
MA,CH,2188.7584524343647
CH,PR,585.6973969425165
PR,CH,585.6973969425165
CH,DE,502.769405948675
DE,CH,502.769405948675
CH,DO,7622.955615373118
DO,CH,7622.955615373118
CH,TG,4269.373953097677
TG,CH,4269.373953097677
CH,PY,10224.762741659675
PY,CH,10224.762741659675
CH,MZ,7795.365043298034
MZ,CH,7795.365043298034
CH,NL,636.4699120849541
NL,CH,636.4699120849541
CH,GY,7868.372483131111
GY,CH,7868.372483131111
CH,JM,8229.872677176661
JM,CH,8229.872677176661
CH,CI,4497.888274133397
CI,CH,4497.888274133397
CH,SE,1491.6314614911623
SE,CH,1491.6314614911623
CH,RW,5809.563929097797
RW,CH,5809.563929097797
CH,CL,11785.66895798507
CL,CH,11785.66895798507
CH,CG,5314.72898485755
CG,CH,5314.72898485755
CH,BO,10154.132257784457
BO,CH,10154.132257784457
CH,LS,8791.429057250389
LS,CH,8791.429057250389
CH,FJ,16714.669009296205
FJ,CH,16714.669009296205
CH,VN,9702.476655734396
VN,CH,9702.476655734396
CH,AW,425.3623313637103
AW,CH,425.3623313637103
CH,CA,6754.238976748928
CA,CH,6754.238976748928
CH,AR,11635.899279773244
AR,CH,11635.899279773244
CH,UY,10917.81530532622
UY,CH,10917.81530532622
PL,LU,294.139029100982
LU,PL,294.139029100982
PL,PE,10892.769612649432
PE,PL,10892.769612649432
PL,EE,825.687640088098
EE,PL,825.687640088098
PL,IR,3578.819507763504
IR,PL,3578.819507763504
PL,RO,802.2525403457477
RO,PL,802.2525403457477
PL,BB,8091.492568189211
BB,PL,8091.492568189211
PL,SM,1044.4338234305494
SM,PL,1044.4338234305494
PL,LY,2820.574205124948
LY,PL,2820.574205124948
PL,CM,5306.14289830232
CM,PL,5306.14289830232
PL,IT,1169.9280136153068
IT,PL,1169.9280136153068
PL,GB,1507.3140204466076
GB,PL,1507.3140204466076
PL,BM,6851.324280456326
BM,PL,6851.324280456326
PL,VG,7987.117028814279
VG,PL,7987.117028814279
PL,ME,9854.032802910113
ME,PL,9854.032802910113
PL,KW,3453.882062561412
KW,PL,3453.882062561412
PL,SY,2515.001777107667
SY,PL,2515.001777107667
PL,BZ,9711.220914926991
BZ,PL,9711.220914926991
PL,ET,4981.188708762371
ET,PL,4981.188708762371
PL,KR,7985.210111058474
KR,PL,7985.210111058474
PL,LB,2437.5021932649124
LB,PL,2437.5021932649124
PL,LT,462.6627284590736
LT,PL,462.6627284590736
PL,OM,4749.5177836782905
OM,PL,4749.5177836782905
PL,CN,6764.841776411791
CN,PL,6764.841776411791
PL,CO,9789.940855985717
CO,PL,9789.940855985717
PL,DK,693.3380930115138
DK,PL,693.3380930115138
PL,MU,8853.341048158993
MU,PL,8853.341048158993
PL,AL,8135.295798525116
AL,PL,8135.295798525116
PL,XK,1078.729425355625
XK,PL,1078.729425355625
PL,PA,9953.732790584483
PA,PL,9953.732790584483
PL,TH,579.8981507452119
TH,PL,579.8981507452119
PL,LV,629.9274028381535
LV,PL,629.9274028381535
PL,KN,919.039133706556
KN,PL,919.039133706556
PL,NZ,17701.617687604656
NZ,PL,17701.617687604656
PL,ZW,7896.23063502834
ZW,PL,7896.23063502834
PL,ER,1830.094858611715
ER,PL,1830.094858611715
PL,RS,902.623996144534
RS,PL,902.623996144534
PL,PH,9801.804559095466
PH,PL,9801.804559095466
PL,ZA,8994.515101837102
ZA,PL,8994.515101837102
PL,LC,8132.672094134987
LC,PL,8132.672094134987
PL,ST,441.7662513966309
ST,PL,441.7662513966309
PL,MO,7965.614205279172
MO,PL,7965.614205279172
PL,TT,8387.623865020207
TT,PL,8387.623865020207
PL,GR,1485.83568354035
GR,PL,1485.83568354035
PL,BJ,4974.817725343539
BJ,PL,4974.817725343539
PL,SR,8639.529355537281
SR,PL,8639.529355537281
PL,ID,10822.685312222624
ID,PL,10822.685312222624
PL,AO,627.2104324142946
AO,PL,627.2104324142946
PL,TW,8699.876271375417
TW,PL,8699.876271375417
PL,JP,8589.091583441712
JP,PL,8589.091583441712
PL,KH,8543.854878614009
KH,PL,8543.854878614009
PL,MD,7031.996890395549
MD,PL,7031.996890395549
PL,SA,3539.6833675196303
SA,PL,3539.6833675196303
PL,BY,592.3355443685832
BY,PL,592.3355443685832
PL,SN,5136.09538699621
SN,PL,5136.09538699621
PL,TN,2185.135999632461
TN,PL,2185.135999632461
PL,CW,2031.0589862334164
CW,PL,2031.0589862334164
PL,CU,8665.463948938339
CU,PL,8665.463948938339
PL,EG,3005.485594085078
EG,PL,3005.485594085078
PL,CR,1024.6732101423918
CR,PL,1024.6732101423918
PL,ES,2332.787620614572
ES,PL,2332.787620614572
PL,HR,755.814797262124
HR,PL,755.814797262124
PL,AT,627.2104324142946
AT,PL,627.2104324142946
PL,NO,1108.9127507971743
NO,PL,1108.9127507971743
PL,GT,9921.466591599186
GT,PL,9921.466591599186
PL,NI,1745.1069722986635
NI,PL,1745.1069722986635
PL,KZ,3310.433708159515
KZ,PL,3310.433708159515
PL,AG,7909.571493264356
AG,PL,7909.571493264356
PL,VC,2066.161094903866
VC,PL,2066.161094903866
PL,BA,886.9472044419231
BA,PL,886.9472044419231
PL,PK,4858.736814753393
PK,PL,4858.736814753393
PL,EC,10705.27276143762
EC,PL,10705.27276143762
PL,UZ,3564.823672621996
UZ,PL,3564.823672621996
PL,MA,3177.041893440355
MA,PL,3177.041893440355
PL,PR,405.85032373785725
PR,PL,405.85032373785725
PL,DE,615.5318416589495
DE,PL,615.5318416589495
PL,DO,8314.858532656797
DO,PL,8314.858532656797
PL,TG,5090.251280384599
TG,PL,5090.251280384599
PL,PY,11204.049413774868
PY,PL,11204.049413774868
PL,MZ,8069.35456948142
MZ,PL,8069.35456948142
PL,NL,927.3662773876532
NL,PL,927.3662773876532
PL,GY,8751.78300713858
GY,PL,8751.78300713858
PL,JM,8863.529256384745
JM,PL,8863.529256384745
PL,CI,5395.341634376231
CI,PL,5395.341634376231
PL,SE,878.571239119682
SE,PL,878.571239119682
PL,RW,6092.055957752476
RW,PL,6092.055957752476
PL,CL,12753.934466988128
CL,PL,12753.934466988128
PL,CG,5876.836240828703
CG,PL,5876.836240828703
PL,BO,11097.24702571304
BO,PL,11097.24702571304
PL,LS,7887.224521287845
LS,PL,7887.224521287845
